call_id,question_id,condition,framework,feedback_mode,order_variant,kind,status,model_score,max_score,normalized_signed_diff,normalized_absolute_diff,input_tokens,total_tokens,latency_ms,attempt_count,failure_code,failure_summary,teacher_score,teacher_feedback,source_split,selection_kind,answer_id
133346,4.2_LM_v1.0,mem0_full,mem0,full,order_2,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,491,538,13823,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133416,4.2_LM_v1.0,mem0_full,mem0,full,order_3,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,517,562,9940,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133277,4.2_LM_v1.0,mem0_full,mem0,full,order_1,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,487,534,15361,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133347,4.2_LM_v1.0,mem0_full,mem0,full,order_2,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,462,510,10617,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133417,4.2_LM_v1.0,mem0_full,mem0,full,order_3,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,488,533,11333,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133279,4.2_LM_v1.0,mem0_full,mem0,full,order_1,score,succeeded,0.95,1.0,-0.050000000000000044,0.050000000000000044,475,520,13241,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133349,4.2_LM_v1.0,mem0_full,mem0,full,order_2,score,succeeded,0.95,1.0,-0.050000000000000044,0.050000000000000044,450,498,16689,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133419,4.2_LM_v1.0,mem0_full,mem0,full,order_3,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,476,525,14591,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133278,4.2_LM_v1.0,mem0_full,mem0,full,order_1,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,507,556,12664,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133348,4.2_LM_v1.0,mem0_full,mem0,full,order_2,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,482,538,13391,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133418,4.2_LM_v1.0,mem0_full,mem0,full,order_3,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,508,548,12362,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133271,4.2_LM_v1.0,mem0_full,mem0,full,order_1,score,succeeded,0.45,1.0,-0.55,0.55,515,577,10148,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133341,4.2_LM_v1.0,mem0_full,mem0,full,order_2,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,490,543,14652,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133411,4.2_LM_v1.0,mem0_full,mem0,full,order_3,score,succeeded,0.7,1.0,-0.30000000000000004,0.30000000000000004,516,565,13956,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133274,4.2_LM_v1.0,mem0_full,mem0,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,494,522,12177,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133344,4.2_LM_v1.0,mem0_full,mem0,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,469,499,11929,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133414,4.2_LM_v1.0,mem0_full,mem0,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,495,523,14757,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133273,4.2_LM_v1.0,mem0_full,mem0,full,order_1,score,succeeded,0.85,1.0,-0.15000000000000002,0.15000000000000002,447,499,11382,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133343,4.2_LM_v1.0,mem0_full,mem0,full,order_2,score,succeeded,0.75,1.0,-0.25,0.25,422,476,12765,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133413,4.2_LM_v1.0,mem0_full,mem0,full,order_3,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,448,497,9574,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133275,4.2_LM_v1.0,mem0_full,mem0,full,order_1,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,542,590,11815,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133345,4.2_LM_v1.0,mem0_full,mem0,full,order_2,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,517,556,11397,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133415,4.2_LM_v1.0,mem0_full,mem0,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,543,573,11910,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133302,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_1,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,611,658,16167,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133372,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_2,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,587,632,13365,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133442,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_3,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,592,647,11566,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133310,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_1,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,477,525,11814,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133380,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_2,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,456,501,14612,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133450,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_3,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,458,498,11455,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133306,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_1,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,516,558,15089,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133376,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_2,score,succeeded,0.85,1.0,-0.15000000000000002,0.15000000000000002,495,541,13392,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133446,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_3,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,497,539,17184,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133307,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_1,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,487,529,17087,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133377,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_2,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,466,506,18984,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133447,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_3,score,succeeded,0.7,1.0,-0.30000000000000004,0.30000000000000004,468,516,14787,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133309,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_1,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,475,527,15922,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133379,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_2,score,succeeded,1.0,1.0,0.0,0.0,454,489,11248,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133449,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_3,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,456,502,14972,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133308,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_1,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,507,547,16530,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133378,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_2,score,succeeded,0.85,1.0,-0.15000000000000002,0.15000000000000002,486,529,13286,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133448,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_3,score,succeeded,0.85,1.0,-0.15000000000000002,0.15000000000000002,488,532,16896,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133301,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_1,score,succeeded,0.75,1.0,-0.25,0.25,515,567,16887,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133371,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_2,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,494,539,13066,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133441,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_3,score,succeeded,0.7,1.0,-0.30000000000000004,0.30000000000000004,496,555,18961,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133304,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_1,score,succeeded,1.0,1.0,0.0,0.0,494,524,13021,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133374,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_2,score,succeeded,1.0,1.0,0.0,0.0,473,502,14296,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133444,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_3,score,succeeded,1.0,1.0,0.0,0.0,475,505,11644,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133303,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_1,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,447,495,16197,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133373,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_2,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,426,472,17817,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133443,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_3,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,428,479,16386,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133305,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_1,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,542,589,14218,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133375,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_2,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,521,566,14356,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133445,4.2_LM_v1.0,mem0_no_feedback,mem0,no_feedback,order_3,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,523,574,15814,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133252,4.2_LM_v1.0,no_memory,none,none,order_1,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,325,376,10565,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133322,4.2_LM_v1.0,no_memory,none,none,order_2,score,succeeded,0.85,1.0,-0.15000000000000002,0.15000000000000002,325,383,11370,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133392,4.2_LM_v1.0,no_memory,none,none,order_3,score,succeeded,0.85,1.0,-0.15000000000000002,0.15000000000000002,325,391,11413,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133260,4.2_LM_v1.0,no_memory,none,none,order_1,score,succeeded,1.0,1.0,0.0,0.0,191,216,10364,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133330,4.2_LM_v1.0,no_memory,none,none,order_2,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,191,232,10999,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133400,4.2_LM_v1.0,no_memory,none,none,order_3,score,succeeded,1.0,1.0,0.0,0.0,191,223,10332,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133256,4.2_LM_v1.0,no_memory,none,none,order_1,score,succeeded,1.0,1.0,0.0,0.0,230,256,8344,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133326,4.2_LM_v1.0,no_memory,none,none,order_2,score,succeeded,1.0,1.0,0.0,0.0,230,256,11234,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133396,4.2_LM_v1.0,no_memory,none,none,order_3,score,succeeded,1.0,1.0,0.0,0.0,230,271,11577,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133257,4.2_LM_v1.0,no_memory,none,none,order_1,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,201,255,11699,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133327,4.2_LM_v1.0,no_memory,none,none,order_2,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,201,246,11462,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133397,4.2_LM_v1.0,no_memory,none,none,order_3,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,201,247,9256,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133259,4.2_LM_v1.0,no_memory,none,none,order_1,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,189,232,10601,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133329,4.2_LM_v1.0,no_memory,none,none,order_2,score,succeeded,1.0,1.0,0.0,0.0,189,218,11299,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133399,4.2_LM_v1.0,no_memory,none,none,order_3,score,succeeded,1.0,1.0,0.0,0.0,189,227,11024,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133258,4.2_LM_v1.0,no_memory,none,none,order_1,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,221,268,11088,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133328,4.2_LM_v1.0,no_memory,none,none,order_2,score,succeeded,1.0,1.0,0.0,0.0,221,254,14389,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133398,4.2_LM_v1.0,no_memory,none,none,order_3,score,succeeded,1.0,1.0,0.0,0.0,221,272,12463,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133251,4.2_LM_v1.0,no_memory,none,none,order_1,score,succeeded,0.75,1.0,-0.25,0.25,229,290,10313,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133321,4.2_LM_v1.0,no_memory,none,none,order_2,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,229,292,13050,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133391,4.2_LM_v1.0,no_memory,none,none,order_3,score,succeeded,0.75,1.0,-0.25,0.25,229,280,14133,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133254,4.2_LM_v1.0,no_memory,none,none,order_1,score,succeeded,1.0,1.0,0.0,0.0,208,234,10593,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133324,4.2_LM_v1.0,no_memory,none,none,order_2,score,succeeded,1.0,1.0,0.0,0.0,208,234,8167,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133394,4.2_LM_v1.0,no_memory,none,none,order_3,score,succeeded,1.0,1.0,0.0,0.0,208,234,9079,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133253,4.2_LM_v1.0,no_memory,none,none,order_1,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,161,208,9652,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133323,4.2_LM_v1.0,no_memory,none,none,order_2,score,succeeded,0.9,1.0,-0.09999999999999998,0.09999999999999998,161,201,10864,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133393,4.2_LM_v1.0,no_memory,none,none,order_3,score,succeeded,0.8,1.0,-0.19999999999999996,0.19999999999999996,161,210,9626,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
133255,4.2_LM_v1.0,no_memory,none,none,order_1,score,succeeded,1.0,1.0,0.0,0.0,256,286,9973,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133325,4.2_LM_v1.0,no_memory,none,none,order_2,score,succeeded,0.95,1.0,-0.050000000000000044,0.050000000000000044,256,286,9597,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133395,4.2_LM_v1.0,no_memory,none,none,order_3,score,succeeded,1.0,1.0,0.0,0.0,256,286,9706,1,,,1.0,"The response gives a correct definition of frame bursting, including its benefits and drawbacks.",unseen_answers,test,4.2_LM_v1.0.39
133262,4.2_LM_v1.0,retrieval_full,retrieval,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,4386,4431,11500,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133332,4.2_LM_v1.0,retrieval_full,retrieval,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,4386,4415,8629,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133402,4.2_LM_v1.0,retrieval_full,retrieval,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,4386,4421,12091,1,,,1.0,"The response correctly states the definition of frame bursting, including its pros and cons.",unseen_answers,test,4.2_LM_v1.0.108
133270,4.2_LM_v1.0,retrieval_full,retrieval,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,3751,3778,10356,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133340,4.2_LM_v1.0,retrieval_full,retrieval,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,3751,3782,10211,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133410,4.2_LM_v1.0,retrieval_full,retrieval,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,3751,3782,9262,1,,,1.0,"The response answers the correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.179
133266,4.2_LM_v1.0,retrieval_full,retrieval,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,4216,4249,12941,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133336,4.2_LM_v1.0,retrieval_full,retrieval,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,4216,4249,12008,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133406,4.2_LM_v1.0,retrieval_full,retrieval,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,4216,4242,8927,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.180
133267,4.2_LM_v1.0,retrieval_full,retrieval,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,3794,3828,8726,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133337,4.2_LM_v1.0,retrieval_full,retrieval,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,3794,3825,10053,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133407,4.2_LM_v1.0,retrieval_full,retrieval,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,3794,3828,8962,1,,,1.0,The response correctly answers all three parts of the question.,unseen_answers,test,4.2_LM_v1.0.213
133269,4.2_LM_v1.0,retrieval_full,retrieval,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,3960,3990,9195,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133339,4.2_LM_v1.0,retrieval_full,retrieval,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,3960,3990,9556,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133409,4.2_LM_v1.0,retrieval_full,retrieval,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,3960,3990,13543,1,,,1.0,The response answers all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.26
133268,4.2_LM_v1.0,retrieval_full,retrieval,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,4406,4437,9599,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133338,4.2_LM_v1.0,retrieval_full,retrieval,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,4406,4436,10338,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133408,4.2_LM_v1.0,retrieval_full,retrieval,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,4406,4439,8933,1,,,1.0,The response is answering all three parts of the question correctly.,unseen_answers,test,4.2_LM_v1.0.298
133261,4.2_LM_v1.0,retrieval_full,retrieval,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,3842,3876,13195,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133331,4.2_LM_v1.0,retrieval_full,retrieval,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,3842,3874,10364,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133401,4.2_LM_v1.0,retrieval_full,retrieval,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,3842,3887,10254,1,,,1.0,"The response is correct. However, to substitute carrier extension, frame bursting with frame aggregation has to be used. In this case, frames are directly concatenated without waiting for acknowledgments in between.",unseen_answers,test,4.2_LM_v1.0.332
133264,4.2_LM_v1.0,retrieval_full,retrieval,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,4239,4265,9691,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133334,4.2_LM_v1.0,retrieval_full,retrieval,full,order_2,score,succeeded,1.0,1.0,0.0,0.0,4239,4271,9432,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133404,4.2_LM_v1.0,retrieval_full,retrieval,full,order_3,score,succeeded,1.0,1.0,0.0,0.0,4239,4268,10518,1,,,1.0,"The response correctly answers all three parts, the frame bursting definition, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.351
133263,4.2_LM_v1.0,retrieval_full,retrieval,full,order_1,score,succeeded,1.0,1.0,0.0,0.0,3597,3623,8493,1,,,1.0,"The response gives a correct definition of frame bursting, its advantage and disadvantage.",unseen_answers,test,4.2_LM_v1.0.359
